,Vehiculo,Marca,Modelo,Version,Traccion,Precio,Fecha matriculacion,Combustible,km,Carroceria,Cambio,Potencia,Garantia,Color,Distintivo ambiental,Meses
124,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 117kW,NISSAN,Qashqai,N-Connecta,4x2,21100.0,2019-09-01,Gasolina,1.0,Todo Terreno,Manual,160.0,36.0,Plata,C,8
125,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,10995.0,2017-12-01,Gasolina,25051.0,Todo Terreno,Manual,115.0,12.0,Rojo,C,29
126,NISSAN Micra 1.0 IG-T ACENTA 74KW 100 5P,NISSAN,Micra,Acenta,4x2,12900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,100.0,0.0,-,C,5
127,NISSAN Micra IG-T Acenta 100,NISSAN,Micra,Acenta,4x2,13200.0,2018-12-01,Gasolina,18355.0,Berlina,Manual,100.0,12.0,Negro,C,17
128,NISSAN Qashqai 1.6dCi Tekna+ 4x2,NISSAN,Qashqai,Tekna,4x2,22900.0,2017-10-01,Diesel,36201.0,Todo Terreno,Manual,130.0,12.0,AMATISTA                 / Metalizado,C,31
129,NISSAN Qashqai 1.6dCi Tekna+ 4x2,NISSAN,Qashqai,Tekna,4x2,22900.0,2017-10-01,Diesel,36201.0,Todo Terreno,Manual,130.0,12.0,AMATISTA                 / Metalizado,C,31
130,NISSAN Micra 1.2 N-Tec,NISSAN,Micra,,4x2,6900.0,2016-09-01,Gasolina,97000.0,Berlina,Manual,80.0,12.0,Blanco                 / Metalizado,C,44
131,NISSAN Juke 1.6 N-Connecta 4x2 XTronic 117,NISSAN,Juke,N-Connecta,4x2,10100.0,2018-01-01,Gasolina,97000.0,Todo Terreno,Automático,117.0,24.0,Negro,C,28
132,NISSAN Micra 1.2 N-Tec,NISSAN,Micra,,4x2,8600.0,2016-12-01,Gasolina,24846.0,Berlina,Manual,80.0,12.0,Rojo,C,41
133,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,14000.0,2015-01-01,Diesel,74800.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,64
134,NISSAN Juke 1.6 DIG-T Tekna 4x2 190,NISSAN,Juke,Tekna,4x2,15900.0,2017-08-01,Gasolina,59101.0,Todo Terreno,Manual,190.0,12.0,-,C,33
135,NISSAN Leaf Acenta,NISSAN,Leaf,Acenta,4x2,10580.0,2015-03-01,Eléctrico,37369.0,Berlina,Automático,109.0,Sí,Blanco,0 EMISIONES,62
136,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,13900.0,2018-05-01,Gasolina,10000.0,Todo Terreno,Manual,115.0,24.0,Rojo,C,24
137,NISSAN Qashqai 1.6 DCI TEKNA+ 130 5P,NISSAN,Qashqai,Tekna,4x2,22900.0,2018-09-01,Diesel,12500.0,Berlina mediana o grande,Manual,130.0,18.0,Azul Ultramar Metalizado                 / Metalizado,C,20
138,NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115,NISSAN,Juke,N-Connecta,4x2,14200.0,2018-04-01,Gasolina,22208.0,Todo Terreno,Manual,115.0,12.0,Blanco                 / Metalizado,C,25
139,NISSAN Leaf Acenta 30KWh,NISSAN,Leaf,Acenta,4x2,14500.0,2017-05-01,Eléctrico,8500.0,Berlina,Automático,109.0,12.0,Blanco,0 EMISIONES,36
140,NISSAN X-Trail 1.6 dCi N-Connecta 4x2 7 pl.,NISSAN,X-Trail,N-Connecta,4x2,19990.0,2017-01-01,Diesel,47990.0,Todo Terreno,Manual,130.0,0.0,BLANCO ANACARADO,C,40
141,NISSAN X-Trail 1.6 dCi 360 4x4-i,NISSAN,X-Trail,,4x4,13400.0,2015-01-01,Diesel,94000.0,Todo Terreno,Manual,130.0,0.0,Blanco,C,64
142,NISSAN Juke  G 83 KW (112 CV) E6D 5M/T 4X2,NISSAN,Juke,,4x2,17600.0,2018-11-01,Gasolina,0.0,,Manual,113.0,36.0,-,C,18
143,NISSAN Qashqai Todoterreno 130cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,14900.0,2013-03-01,Diesel,113097.0,"4x4, SUV o pickup",Manual,130.0,12.0,-,B,86
144,NISSAN X-Trail 1.6 dCi Tekna 4x2,NISSAN,X-Trail,Tekna,4x2,22800.0,2017-12-01,Diesel,59733.0,Todo Terreno,Manual,130.0,12.0,Gris                 / Metalizado,C,29
145,NISSAN X-Trail 1.6 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,19500.0,2015-10-01,Diesel,58700.0,Todo Terreno,Automático,130.0,0.0,verde titanium                 / Metalizado,C,55
146,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,20500.0,2020-02-01,Gasolina,0.0,Todo Terreno,Manual,140.0,Sí,Blanco,C,3
147,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,8900.0,2010-01-01,Diesel,120664.0,Todo Terreno,Manual,106.0,12.0,Blanco,B,124
148,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2018-11-01,Diesel,12700.0,Todo Terreno,Manual,115.0,24.0,AMATISTA                 / Metalizado,C,18
149,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,17995.0,2019-02-01,Gasolina,47007.0,Todo Terreno,Manual,140.0,12.0,Gris,C,15
150,NISSAN Qashqai 1.2 DIG-T Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,13100.0,2014-09-01,Gasolina,67238.0,Todo Terreno,Manual,115.0,12.0,Blanco,C,68
151,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,16990.0,2015-09-01,Diesel,67800.0,Todo Terreno,Manual,130.0,12.0,Blanco Perlado Metalizado,C,56
152,NISSAN X-Trail 1.6 dCi Tekna 4x2,NISSAN,X-Trail,Tekna,4x2,13500.0,2016-01-01,Diesel,96000.0,Todo Terreno,Manual,130.0,24.0,azul                 / Metalizado,C,52
153,NISSAN Qashqai 1.3 DIG-T Acenta 4x2 DCT 117kW,NISSAN,Qashqai,Acenta,4x2,18300.0,2019-03-01,Gasolina,40000.0,Todo Terreno,Automático,160.0,24.0,Gris                 / Metalizado,C,14
154,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,11500.0,2015-09-01,Diesel,21768.0,Todo Terreno,Manual,110.0,12.0,Amarillo,C,56
155,NISSAN X-Trail 1.7 dCi Tekna 4x4-i 7 pl.,NISSAN,X-Trail,Tekna,4x4,27750.0,2019-04-01,Diesel,19017.0,Todo Terreno,Manual,150.0,23.0,Negro Diamante (metalizado)                 / Metalizado,C,13
156,NISSAN Juke 1.6 DIG-T Tekna Sport,NISSAN,Juke,Tekna,4x2,9700.0,2011-07-01,Gasolina,185000.0,Todo Terreno,Manual,190.0,12.0,Rojo,C,106
157,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,12500.0,2017-02-01,Diesel,83500.0,Todo Terreno,Manual,110.0,12.0,Negro,C,39
158,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,10950.0,2018-04-01,Gasolina,32095.0,Todo Terreno,Manual,115.0,13.0,Gris                 / Metalizado,C,25
159,NISSAN Qashqai 1.5dCi S&S 360 4x2,NISSAN,Qashqai,,4x2,10690.0,2015-12-01,Diesel,141690.0,"4x4, SUV o pickup",Manual,110.0,12.0,Blanco,C,53
160,NISSAN Terrano II 2.7 TDI 125 CV,NISSAN,,,4x2,6900.0,1999-09-01,Diesel,237930.0,Berlina mediana o grande,,,12.0,Verde                 / Metalizado,,248
161,NISSAN X-Trail 1.6 dCi N-Connecta 4x2 XTronic,NISSAN,X-Trail,N-Connecta,4x2,23495.0,2018-10-01,Diesel,49000.0,Todo Terreno,Automático,130.0,18.0,Blanco,C,19
162,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,12790.0,2014-12-01,Diesel,123998.0,Todo Terreno,Manual,110.0,12.0,Bronce,C,65
163,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,23000.0,2019-11-01,Gasolina,2939.0,Todo Terreno,Manual,140.0,36.0,BLANCO PERLADO                 / Metalizado,C,6
164,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 140 5P,NISSAN,Qashqai,N-Connecta,4x2,19450.0,2019-06-01,Gasolina,15500.0,Berlina mediana o grande,Manual,140.0,36.0,Blanco Perlado Metalizado,C,11
165,NISSAN Leaf Acenta,NISSAN,Leaf,Acenta,4x2,10580.0,2015-03-01,Eléctrico,46834.0,Berlina,Automático,109.0,Sí,Blanco,0 EMISIONES,62
166,NISSAN X-Trail 1.6 dCi Acenta 4x4-i,NISSAN,X-Trail,Acenta,4x4,15000.0,2016-01-01,Diesel,89000.0,Todo Terreno,Manual,130.0,12.0,Blanco                 / Metalizado,C,52
167,NISSAN X-Trail DIG-T 160CV E6D DCT 4X2 TEKNA,NISSAN,X-Trail,Tekna,4x2,27900.0,2020-01-01,Gasolina,10.0,"4x4, SUV o pickup",Automático,160.0,12.0,Blanco Perlado Metalizado,C,4
168,NISSAN Qashqai Q+2 1.6 Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,8500.0,2008-01-01,Gasolina,148370.0,Todo Terreno,Manual,115.0,12.0,Rojo,C,148
169,NISSAN Leaf Tekna 30KWh,NISSAN,Leaf,Tekna,4x2,18900.0,2017-01-01,Eléctrico,29570.0,Berlina,Automático,109.0,24.0,Negro                 / Metalizado,0 EMISIONES,40
170,NISSAN Leaf 40 kWh Tekna,NISSAN,Leaf,Tekna,4x2,28490.0,2019-04-01,Eléctrico,4861.0,Berlina,Automático,150.0,23.0,Blanco Perlado                 / Metalizado,0 EMISIONES,13
171,NISSAN X-Trail 1.6 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,17500.0,2014-10-01,Diesel,90000.0,Todo Terreno,Automático,130.0,12.0,Blanco,C,67
172,NISSAN Pathfinder 2.5dCi LE,NISSAN,,,4x2,8900.0,2006-03-01,Diesel,191300.0,Todo Terreno,Manual,174.0,0.0,Negro,B,170
173,NISSAN Qashqai 1.5dCi Acenta 4x2 85kW,NISSAN,Qashqai,Acenta,4x2,22200.0,2018-07-01,Diesel,6433.0,Todo Terreno,Manual,115.0,12.0,Marrón                 / Metalizado,C,22
174,NISSAN Murano 3.5 V6 Aut.,NISSAN,Murano,,4x2,7800.0,2007-01-01,Gasolina,140000.0,Todo Terreno,Automático,234.0,0.0,Negro                 / Metalizado,C,160
175,NISSAN Leaf 40 kWh Acenta,NISSAN,Leaf,Acenta,4x2,21990.0,2018-12-01,Eléctrico,12677.0,Berlina,Automático,150.0,19.0,Negro (metalizado)                 / Metalizado,0 EMISIONES,17
176,NISSAN Qashqai 1.6dCi Visia 4x2 XTronic,NISSAN,Qashqai,Visia,4x2,16500.0,2017-01-01,Diesel,88813.0,Todo Terreno,Automático,130.0,12.0,Rojo,C,40
177,NISSAN Qashqai 1.6dCi Tekna 4x2,NISSAN,Qashqai,Tekna,4x2,14990.0,2016-06-01,Diesel,72000.0,Todo Terreno,Manual,130.0,12.0,Plata Diamante Metalizado                 / Metalizado,C,47
178,NISSAN Qashqai 1.6dCi Visia 4x2 XTronic,NISSAN,Qashqai,Visia,4x2,16500.0,2017-01-01,Diesel,88813.0,Todo Terreno,Automático,130.0,12.0,Rojo,C,40
179,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,13500.0,2015-05-01,Diesel,100000.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,60
180,NISSAN Leaf Acenta 30KWh,NISSAN,Leaf,Acenta,4x2,16900.0,2017-07-01,Eléctrico,15000.0,Berlina,Automático,109.0,12.0,Blanco,0 EMISIONES,34
181,NISSAN Micra IG-T N-Connecta 100,NISSAN,Micra,N-Connecta,4x2,11700.0,2018-12-01,Gasolina,16100.0,Berlina,Manual,100.0,12.0,Negro,C,17
182,NISSAN Note 1.4 Visia,NISSAN,Note,Visia,4x2,4500.0,2009-01-01,Gasolina,120000.0,Monovolumen,Manual,88.0,12.0,Azul,C,136
183,NISSAN Qashqai Q+2 2.0dCi Tekna Prem. 4x2 18´´,NISSAN,Qashqai,Tekna,4x2,10999.0,2010-10-01,Diesel,98000.0,Todo Terreno,Manual,150.0,12.0,Negro                 / Metalizado,B,115
184,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,14900.0,2019-03-01,Diesel,10911.0,Todo Terreno,Manual,110.0,12.0,-,C,14
185,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16690.0,2017-12-01,Gasolina,14653.0,Todo Terreno,Manual,115.0,12.0,Plata Diamante Metalizado                 / Metalizado,C,29
186,NISSAN Micra 1.0 IG-T 100CV CVT ACENTA 5P,NISSAN,Micra,Acenta,4x2,13250.0,2019-12-01,Gasolina,1.0,Berlina mediana o grande,Automático,100.0,12.0,-,C,5
187,NISSAN Qashqai 1.3 DIG-T Q-Line 4x2 103kW,NISSAN,Qashqai,,4x2,23800.0,2019-10-01,Gasolina,8.0,Todo Terreno,Manual,140.0,36.0,ROJO FUSION,C,7
188,NISSAN Qashqai 1.5dCi Tekna 4x2,NISSAN,Qashqai,Tekna,4x2,13900.0,2015-01-01,Diesel,99000.0,Todo Terreno,Manual,110.0,0.0,Blanco,C,64
189,NISSAN Qashqai  dCi 85 kW (115 CV) E6D TEKNA,NISSAN,Qashqai,Tekna,4x2,21490.0,2019-03-01,Diesel,20100.0,Berlina mediana o grande,Manual,115.0,22.0,Blanco Perlado (metalizado)                 / Metalizado,C,14
190,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,22600.0,2018-01-01,Diesel,18051.0,Todo Terreno,Manual,130.0,36.0,negro metalizado                 / Metalizado,C,28
191,NISSAN Qashqai 1.6 DCI TEKNA+ AUTO 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2018-06-01,Diesel,8000.0,Berlina mediana o grande,Automático,130.0,12.0,Azul Ultramar Metalizado,C,23
192,NISSAN Qashqai  dCi 85 kW (115 CV) E6D TEKNA,NISSAN,Qashqai,Tekna,4x2,21490.0,2019-03-01,Diesel,24779.0,Berlina mediana o grande,Manual,115.0,22.0,Gris (metalizado)                 / Metalizado,C,14
193,NISSAN Qashqai Gasolina de 5 Puertas,NISSAN,Qashqai,,4x2,14800.0,2015-12-01,Gasolina,22000.0,"4x4, SUV o pickup",Manual,130.0,12.0,Rojo,C,53
194,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15990.0,2017-01-01,Diesel,67563.0,Todo Terreno,Manual,110.0,12.0,67563                 / Metalizado,C,40
195,NISSAN Qashqai 1.5 DCI 85KW DCT N-CONNECTA 5P (SIN TECHO)-**,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2019-05-01,Diesel,1.0,Berlina mediana o grande,Automático,115.0,24.0,-,C,12
196,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 117kW,NISSAN,Qashqai,N-Connecta,4x2,18980.0,2019-07-01,Gasolina,28000.0,Todo Terreno,Manual,160.0,12.0,Blanco,C,10
197,NISSAN Juke 1.6i Tekna Sport,NISSAN,Juke,Tekna,4x2,9490.0,2014-05-01,Gasolina,44200.0,Todo Terreno,Manual,117.0,Sí,Blanco,C,72
198,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-06-01,Gasolina,16000.0,Todo Terreno,Manual,115.0,12.0,Blanco                 / Metalizado,C,23
199,NISSAN GT-R Black Edition Aut.,NISSAN,,,4x2,59990.0,2009-08-01,Gasolina,22000.0,Coupe,Automático,480.0,0.0,Negro,C,129
200,NISSAN X-Trail 1.6 DCI TEKNA 7 SEAT XTRONIC CVT 5P 7 PLAZAS,NISSAN,X-Trail,Tekna,4x2,25500.0,2018-06-01,Diesel,13500.0,"4x4, SUV o pickup",Automático,130.0,12.0,Blanco Perlado Metalizado,C,23
201,NISSAN X-Trail 1.6 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,22400.0,2015-01-01,Diesel,95000.0,Todo Terreno,Automático,130.0,12.0,Granate                 / Metalizado,C,64
202,NISSAN Terrano 2.7TDI Comfort Plus,NISSAN,,,4x2,9900.0,2005-02-01,Diesel,89000.0,Todo Terreno,Manual,125.0,12.0,Verde                 / Metalizado,,183
203,NISSAN Qashqai Todoterreno 110cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,14900.0,2016-07-01,Diesel,56350.0,"4x4, SUV o pickup",Manual,110.0,12.0,-,C,46
204,NISSAN Qashqai  DIG-T 117 kW (160 CV) E6D DCT ACENTA + NAVEGADOR + ACCESORIOS,NISSAN,Qashqai,Acenta,4x2,18990.0,2019-02-01,Gasolina,16364.0,Berlina mediana o grande,Automático,160.0,21.0,Negro Diamante (metalizado)                 / Metalizado,C,15
205,NISSAN Qashqai  dCi 85 kW (115 CV) E6D N-CONNECTA + LED,NISSAN,Qashqai,N-Connecta,4x2,20990.0,2019-05-01,Diesel,10000.0,Berlina mediana o grande,Manual,115.0,24.0,Blanco Perlado (metalizado)                 / Metalizado,C,12
206,NISSAN Note 1.5dCi Acenta,NISSAN,Note,Acenta,4x2,3500.0,2007-12-01,Diesel,214160.0,Monovolumen,Manual,86.0,12.0,Gris,B,149
207,NISSAN X-Trail 2.0 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,20900.0,2016-10-01,Diesel,53650.0,Todo Terreno,Automático,177.0,12.0,AMBAR                 / Metalizado,C,43
208,NISSAN Juke 1.5dCi Acenta,NISSAN,Juke,Acenta,4x2,8300.0,2014-04-01,Diesel,145000.0,Todo Terreno,Manual,110.0,12.0,Blanco                 / Metalizado,C,73
209,NISSAN Murano 2.5dCi Tekna Sport Aut.,NISSAN,Murano,Tekna,4x2,13000.0,2013-01-01,Diesel,115000.0,Todo Terreno,Automático,190.0,12.0,Negro,B,88
210,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,14500.0,2015-09-01,Diesel,53000.0,Todo Terreno,Manual,110.0,Sí,Blanco Sólido,C,56
211,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,11510.0,2016-10-01,Diesel,71425.0,Todo Terreno,Manual,110.0,12.0,Negro,C,43
212,NISSAN Juke 1.5dCi Visia 4x2,NISSAN,Juke,Visia,4x2,8850.0,2016-01-01,Diesel,77573.0,Todo Terreno,Manual,110.0,12.0,Rojo,C,52
213,NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115,NISSAN,Juke,N-Connecta,4x2,11680.0,2017-01-01,Gasolina,22300.0,Todo Terreno,Manual,115.0,12.0,Rojo,C,40
214,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,12310.0,2018-11-01,Diesel,63031.0,Todo Terreno,Manual,110.0,12.0,Bronce,C,18
215,NISSAN Qashqai 1.2 DIG-T Tekna 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,15300.0,2017-03-01,Gasolina,68223.0,Todo Terreno,Automático,115.0,12.0,Blanco,C,38
216,NISSAN Qashqai 1.7 DCI TEKNA+ 110KW 150 5P,NISSAN,Qashqai,Tekna,4x2,27900.0,2019-11-01,Diesel,10.0,Berlina mediana o grande,Manual,150.0,0.0,Rojo Fusion Metalizado,C,6
217,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15490.0,2017-12-01,Gasolina,40969.0,Todo Terreno,Manual,115.0,12.0,Bronce,C,29
218,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14160.0,2017-02-01,Diesel,69369.0,Todo Terreno,Manual,110.0,12.0,Azul,C,39
219,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,15400.0,2019-04-01,Gasolina,7105.0,Todo Terreno,Manual,112.0,24.0,AZUL ULTRAMAR,C,13
220,NISSAN Qashqai 1.2 DIG-T Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,13710.0,2017-03-01,Gasolina,78114.0,Todo Terreno,Manual,115.0,12.0,Azul,C,38
221,NISSAN X-Trail 1.6 DIG-T Tekna 4x2,NISSAN,X-Trail,Tekna,4x2,23000.0,2019-01-01,Gasolina,17691.0,Todo Terreno,Manual,163.0,24.0,Blanco,C,16
222,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,11320.0,2016-04-01,Diesel,137697.0,Todo Terreno,Manual,110.0,12.0,Gris,C,49
223,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,13540.0,2016-12-01,Diesel,59698.0,Todo Terreno,Manual,110.0,12.0,Gris,C,41
224,NISSAN Qashqai 2.0dCi Tekna Sport 4x2 17´´,NISSAN,Qashqai,Tekna,4x2,7990.0,2010-11-01,Diesel,133388.0,Todo Terreno,Manual,150.0,12.0,-,B,114
225,NISSAN Micra 1.2 Naru Edition,NISSAN,Micra,,4x2,6200.0,2016-07-01,Gasolina,44120.0,Berlina,Manual,80.0,12.0,Blanco,C,46
226,NISSAN Qashqai 1.3 DIG-T N-Motion 4x2 103kW,NISSAN,Qashqai,,4x2,19470.0,2019-07-01,Gasolina,5388.0,Todo Terreno,Manual,140.0,48.0,Gris,C,10
227,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,10900.0,2017-01-01,Gasolina,14000.0,Todo Terreno,Manual,115.0,12.0,Blanco                 / Metalizado,C,40
228,NISSAN Qashqai 1.5dCi Tekna+ 4x2 85kW,NISSAN,Qashqai,Tekna,4x2,25500.0,2020-01-01,Diesel,25.0,Todo Terreno,Manual,115.0,36.0,Gris,C,4
229,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14160.0,2017-03-01,Diesel,57705.0,Todo Terreno,Manual,110.0,12.0,Gris,C,38
230,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,18310.0,2019-05-01,Diesel,14086.0,Todo Terreno,Manual,115.0,24.0,Blanco,C,12
231,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,14460.0,Todo Terreno,Manual,115.0,18.0,Gris,C,23
232,NISSAN Qashqai  1.5dCi S&S ACENTA 4x2 Sensores Aparc,NISSAN,Qashqai,Acenta,4x2,12450.0,2014-11-01,Diesel,95773.0,"4x4, SUV o pickup",Manual,110.0,12.0,Blanco,C,66
233,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,17450.0,2018-02-01,Diesel,23995.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,27
234,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,19890.0,2018-05-01,Diesel,29990.0,Todo Terreno,Manual,130.0,12.0,Azul,C,24
235,NISSAN Qashqai 1.6 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15040.0,2017-06-01,Gasolina,39343.0,Todo Terreno,Manual,163.0,12.0,Bronce,C,35
236,NISSAN Qashqai Berlina 140cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,16810.0,2019-06-01,Gasolina,7006.0,Berlina mediana o grande,Manual,140.0,24.0,Blanco,C,11
237,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15500.0,2017-04-01,Diesel,65000.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,37
238,NISSAN GT-R 3.8 V6 570 Black Edition Aut.,NISSAN,,,4x2,92000.0,2018-02-01,Gasolina,7400.0,Coupe,Automático,570.0,36.0,Negro,C,27
239,NISSAN Micra IG-T N-Connecta 100,NISSAN,Micra,N-Connecta,4x2,12700.0,2019-05-01,Gasolina,17503.0,Berlina,Manual,100.0,24.0,-,C,12
240,NISSAN GT-R  3.8G V6 419kW (570CV) Black Edition,NISSAN,,,4x2,89000.0,2018-02-01,Gasolina,12350.0,Pequeño,Manual,570.0,36.0,Blanco,C,27
241,NISSAN Qashqai Berlina 140cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,16810.0,2019-06-01,Gasolina,14033.0,Berlina mediana o grande,Manual,140.0,24.0,Negro,C,11
242,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15300.0,2017-08-01,Diesel,71742.0,Todo Terreno,Manual,130.0,12.0,Negro,C,33
243,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,13300.0,2018-06-01,Gasolina,28864.0,Berlina,Manual,115.0,24.0,-,C,23
244,NISSAN Qashqai 1.6dCi S&S Tekna Sport 4x2 18´´,NISSAN,Qashqai,Tekna,4x2,12990.0,2012-04-01,Diesel,98000.0,Todo Terreno,Manual,130.0,24.0,Negro,B,97
245,NISSAN Qashqai 1.5dCi Tekna Premium 4x2 17´´,NISSAN,Qashqai,Tekna,4x2,10300.0,2011-07-01,Diesel,120000.0,Todo Terreno,Manual,110.0,12.0,Blanco,B,106
246,NISSAN Micra 0.9 IG-T VISIA+ 90 5P,NISSAN,Micra,Visia,4x2,9600.0,2018-03-01,Gasolina,38436.0,Berlina mediana o grande,Manual,90.0,24.0,-,C,26
247,NISSAN Juke 1.6i N-Tec,NISSAN,Juke,,4x2,10950.0,2013-06-01,Gasolina,115112.0,Todo Terreno,Automático,117.0,12.0,Blanco,C,83
