,Vehiculo,Marca,Modelo,Version,Traccion,Precio,Fecha matriculacion,Combustible,km,Carroceria,Cambio,Potencia,Garantia,Color,Distintivo ambiental,Meses
248,NISSAN Note 1.5dCi Acenta,NISSAN,Note,Acenta,4x2,3950.0,2007-12-01,Diesel,139000.0,Monovolumen,Manual,86.0,12.0,Gris,B,149
249,NISSAN Qashqai 1.5 DCI ACENTA 110 5P,NISSAN,Qashqai,Acenta,4x2,15900.0,2015-07-01,Diesel,105586.0,Berlina mediana o grande,Manual,110.0,12.0,GRIS,C,58
250,NISSAN Qashqai Q+2 1.5dCi Tekna Sport 4x2 17´´,NISSAN,Qashqai,Tekna,4x2,11300.0,2012-06-01,Diesel,87000.0,Todo Terreno,Manual,110.0,12.0,Blanco Sólido,B,95
251,NISSAN X-Trail 5P DIG-T 120 KW (160 CV) E6D DCT TEKNA,NISSAN,X-Trail,Tekna,4x2,27900.0,2019-05-01,Gasolina,85.0,Familiar,Automático,160.0,Sí,Blanco perlado                 / Metalizado,C,12
252,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14490.0,2015-12-01,Diesel,89990.0,Todo Terreno,Manual,110.0,12.0,Gris,C,53
253,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14610.0,2017-02-01,Diesel,59681.0,Todo Terreno,Manual,110.0,12.0,Rojo,C,39
254,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-02-01,Diesel,32500.0,Berlina mediana o grande,Manual,115.0,0.0,Blanco Perlado Metalizado,C,15
255,NISSAN Qashqai 1.2 DIG-T Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,13037.0,2016-07-01,Gasolina,36418.0,Todo Terreno,Manual,115.0,12.0,Negro,C,46
256,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18400.0,2018-07-01,Gasolina,17183.0,Todo Terreno,Manual,115.0,24.0,GRIS,C,22
257,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,14600.0,2018-09-01,Gasolina,13104.0,Todo Terreno,Manual,112.0,24.0,NEGRO ZAINO,C,20
258,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-03-01,Diesel,15000.0,Berlina mediana o grande,Manual,115.0,0.0,-,C,14
259,NISSAN Leaf 40 kWh Tekna,NISSAN,Leaf,Tekna,4x2,33950.0,2019-09-01,Eléctrico,1000.0,Berlina,Automático,150.0,36.0,Rojo,0 EMISIONES,8
260,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,17900.0,2018-01-01,Diesel,10419.0,Todo Terreno,Manual,110.0,12.0,BLANCO PERLADO,C,28
261,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,10530.0,2017-08-01,Diesel,43152.0,Todo Terreno,Manual,110.0,12.0,Rojo,C,33
262,NISSAN X-Trail 1.6 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,25900.0,2018-09-01,Diesel,23400.0,Todo Terreno,Automático,130.0,0.0,Negro Diamante Metalizado,C,20
263,NISSAN X-Trail 1.7 dCi N-Connecta 4x2,NISSAN,X-Trail,N-Connecta,4x2,25700.0,2019-10-01,Diesel,2459.0,Todo Terreno,Manual,150.0,36.0,MARRÓN,C,7
264,NISSAN Leaf 40 kWh Acenta,NISSAN,Leaf,Acenta,4x2,25900.0,2019-05-01,Eléctrico,500.0,Berlina,Automático,150.0,36.0,Blanco,0 EMISIONES,12
265,NISSAN Micra 0.9 IG-T ACENTA 90 5P,NISSAN,Micra,Acenta,4x2,10600.0,2017-12-01,Gasolina,22338.0,Berlina mediana o grande,Manual,90.0,12.0,BLANCO GLACIAR T,C,29
266,NISSAN Micra DIG-T Acenta 117,NISSAN,Micra,Acenta,4x2,13900.0,2020-02-01,Gasolina,85.0,Berlina,Manual,117.0,Sí,Glaze White (metalizado)                 / Metalizado,C,3
267,NISSAN Leaf 40 kWh Tekna,NISSAN,Leaf,Tekna,4x2,25900.0,2018-10-01,Eléctrico,0.0,Berlina,Automático,150.0,0.0,Blanco perlado,0 EMISIONES,19
268,NISSAN Juke  Acenta G 83 kW (112 CV) 4x2,NISSAN,Juke,Acenta,4x2,13900.0,2019-10-01,Gasolina,894.0,"4x4, SUV o pickup",Manual,113.0,32.0,Azul,C,7
269,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,13490.0,2016-01-01,Gasolina,38535.0,Todo Terreno,Manual,115.0,12.0,Rojo,C,52
270,NISSAN Qashqai 1.5 DCI ACENTA 85KW 115 5P,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-10-01,Diesel,550.0,Berlina mediana o grande,Manual,115.0,0.0,Negro Metalizado,C,7
271,NISSAN Qashqai Q+2 1.6dCi S&S 360 4x2,NISSAN,Qashqai,,4x2,9900.0,2013-09-01,Diesel,159000.0,Todo Terreno,Manual,130.0,12.0,Blanco,B,80
272,NISSAN X-Trail 1.6 dCi N-Connecta 4x2,NISSAN,X-Trail,N-Connecta,4x2,17490.0,2017-01-01,Diesel,99990.0,Todo Terreno,Manual,130.0,12.0,Plata,C,40
273,NISSAN X-Trail 2.0 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,19900.0,2016-09-01,Diesel,53000.0,Todo Terreno,Automático,177.0,12.0,Ambar                 / Metalizado,C,44
274,NISSAN X-Trail 1.6 dCi 360 4x4-i,NISSAN,X-Trail,,4x4,19800.0,2015-05-01,Diesel,56116.0,Todo Terreno,Manual,130.0,12.0,Verde,C,60
275,NISSAN Leaf 40 kWh Tekna,NISSAN,Leaf,Tekna,4x2,31950.0,2019-09-01,Eléctrico,33.0,Berlina,Automático,150.0,36.0,Azul,0 EMISIONES,8
276,NISSAN Patrol 3.0TD Elegance,NISSAN,,,4x2,12990.0,2005-02-01,Diesel,238000.0,Todo Terreno,Manual,160.0,0.0,Amarillo,,183
277,NISSAN Qashqai 1.6dCi Tekna Premium 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,16350.0,2015-08-01,Diesel,152361.0,Todo Terreno,Automático,130.0,12.0,Blanco,C,57
278,NISSAN Micra 1.5dCi S&S Acenta 90,NISSAN,Micra,Acenta,4x2,12900.0,2019-10-01,Diesel,20.0,Berlina,Manual,90.0,36.0,Enigma Black (metalizado),C,7
279,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,21400.0,2018-01-01,Gasolina,13756.0,Todo Terreno,Manual,115.0,36.0,AZUL VIVI                 / Metalizado,C,28
280,NISSAN Note 1.5dCi Acenta,NISSAN,Note,Acenta,4x2,9400.0,2015-10-01,Diesel,32000.0,Monovolumen,Manual,90.0,12.0,Blanco,C,55
281,NISSAN Juke Todoterreno 115cv Manual de 5 Puertas,NISSAN,Juke,,4x2,11900.0,2018-07-01,Gasolina,16100.0,"4x4, SUV o pickup",Manual,115.0,36.0,Blanco perlado,C,22
282,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,11900.0,2016-12-01,Gasolina,42450.0,Todo Terreno,Manual,115.0,12.0,Rojo,C,41
283,NISSAN Juke Todoterreno 113cv Manual de 5 Puertas,NISSAN,Juke,,4x2,12900.0,2019-05-01,Gasolina,9700.0,"4x4, SUV o pickup",Manual,113.0,30.0,Negro,C,12
284,NISSAN Qashqai 1.5dCi Tekna Premium 4x2,NISSAN,Qashqai,Tekna,4x2,12990.0,2015-03-01,Diesel,149000.0,Todo Terreno,Manual,110.0,12.0,Negro,C,62
285,NISSAN Qashqai 1.3 DIG-T TEKNA+ 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23900.0,2019-02-01,Gasolina,8000.0,Berlina mediana o grande,Manual,140.0,0.0,Blanco Perlado Metalizado,C,15
286,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,12700.0,2015-11-01,Diesel,44491.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,54
287,NISSAN Qashqai Familiar 110cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,14000.0,2015-11-01,Diesel,50251.0,Familiar,Manual,110.0,12.0,Negro,C,54
288,NISSAN Qashqai Berlina 140cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,16810.0,2019-06-01,Gasolina,10000.0,Berlina mediana o grande,Manual,140.0,24.0,Negro,C,11
289,NISSAN Qashqai 1.6dCi Tekna Sport 4x2 18´´,NISSAN,Qashqai,Tekna,4x2,12990.0,2011-11-01,Diesel,69990.0,Todo Terreno,Manual,130.0,12.0,Negro,B,102
290,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,20800.0,2019-07-01,Gasolina,17.0,Todo Terreno,Manual,140.0,36.0,Blanco,C,10
291,NISSAN Micra IG-T Visia 100,NISSAN,Micra,Visia,4x2,12720.0,2020-02-01,Gasolina,500.0,Berlina,Manual,100.0,36.0,Negro,C,3
292,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,Blanco Perlado Metalizado,C,5
293,NISSAN X-Trail 1.7 dCi Tekna 4x2,NISSAN,X-Trail,Tekna,4x2,30000.0,2019-11-01,Diesel,30.0,Todo Terreno,Manual,150.0,36.0,Blanco,C,6
294,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12900.0,2018-06-01,Gasolina,35947.0,Berlina,Manual,115.0,24.0,Blanco Perlado Metalizado,C,23
295,NISSAN Qashqai DIG-T 140CV 4X2 N-CONNECTA (SIN TECHO NI RUEDA),NISSAN,Qashqai,N-Connecta,4x2,20900.0,2019-08-01,Gasolina,29.0,Berlina mediana o grande,Manual,140.0,12.0,Negro Amatista Metalizado,C,9
296,NISSAN X-Trail 1.7 dCi Tekna 4x4-i,NISSAN,X-Trail,Tekna,4x4,32600.0,2019-12-01,Diesel,31.0,Todo Terreno,Manual,150.0,36.0,Rojo,C,5
297,NISSAN Qashqai 1.5dCi Tekna Premium 4x2,NISSAN,Qashqai,Tekna,4x2,15400.0,2015-07-01,Diesel,82562.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,58
298,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,14900.0,2015-02-01,Diesel,29501.0,Todo Terreno,Manual,110.0,12.0,Blanco Perlado Metalizado,C,63
299,NISSAN Qashqai 1.6dCi Tekna+ 4x2,NISSAN,Qashqai,Tekna,4x2,20900.0,2017-11-01,Diesel,23600.0,Todo Terreno,Manual,130.0,36.0,Azul Ultramar,C,30
300,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,14900.0,2017-07-01,Diesel,29617.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,34
301,NISSAN Qashqai 1.5dCi Acenta 4x2 85kW,NISSAN,Qashqai,Acenta,4x2,18900.0,2019-06-01,Diesel,11506.0,Todo Terreno,Manual,115.0,24.0,-,C,11
302,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,14700.0,2018-10-01,Gasolina,9762.0,Todo Terreno,Manual,112.0,24.0,-,C,19
303,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,13900.0,2018-03-01,Diesel,10000.0,Todo Terreno,Manual,110.0,Sí,-,C,26
304,NISSAN Micra C+C 1.4i Acenta,NISSAN,Micra,Acenta,4x2,5150.0,2007-09-01,Gasolina,32020.0,Convertible,Manual,88.0,0.0,Azul,C,152
305,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,13900.0,2018-03-01,Diesel,10000.0,Todo Terreno,Manual,110.0,Sí,-,C,26
306,NISSAN Micra C+C 1.4i Acenta,NISSAN,Micra,Acenta,4x2,5150.0,2007-09-01,Gasolina,32020.0,Convertible,Manual,88.0,0.0,Azul,C,152
307,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-06-01,Gasolina,8457.0,Todo Terreno,Manual,115.0,24.0,BLANCO PERLADO                 / Metalizado,C,23
308,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,20000.0,2019-12-01,Gasolina,10.0,Todo Terreno,Manual,140.0,36.0,Negro,C,5
309,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15660.0,2018-03-01,Diesel,79201.0,Todo Terreno,Manual,110.0,36.0,Rojo,C,26
310,NISSAN Qashqai 1.6dCi Visia 4x4-i,NISSAN,Qashqai,Visia,4x4,18310.0,2019-06-01,Diesel,10000.0,Todo Terreno,Manual,130.0,24.0,Blanco,C,11
311,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,13900.0,2016-11-01,Diesel,92720.0,Todo Terreno,Manual,130.0,12.0,Blanco,C,42
312,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,10900.0,2016-08-01,Diesel,78310.0,Todo Terreno,Manual,110.0,12.0,BLANCO,C,45
313,NISSAN Juke 1.6 Tekna 4x2 XTronic CVT 112,NISSAN,Juke,Tekna,4x2,16400.0,2018-10-01,Gasolina,7879.0,Todo Terreno,Automático,112.0,12.0,-,C,19
314,NISSAN Qashqai 1.5dCi N-Connecta DCT 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,22900.0,2019-04-01,Diesel,105.0,Todo Terreno,Automático,115.0,24.0,-,C,13
315,NISSAN Qashqai Q+2 1.6dCi S&S Tekna Sport 4x2 18´´,NISSAN,Qashqai,Tekna,4x2,10990.0,2013-04-01,Diesel,155848.0,Todo Terreno,Manual,130.0,12.0,Blanco,B,85
316,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-06-01,Gasolina,18500.0,Todo Terreno,Manual,115.0,18.0,Blanco                 / Metalizado,C,23
317,NISSAN Qashqai 1.5dCi Acenta 4x2 85kW,NISSAN,Qashqai,Acenta,4x2,19900.0,2018-09-01,Diesel,28000.0,Todo Terreno,Manual,115.0,36.0,Blanco,C,20
318,NISSAN Juke G E6D-TEMP 83 KW (112 CV) 5M/T N-CONNECTA,NISSAN,Juke,N-Connecta,4x2,13900.0,2019-04-01,Gasolina,6900.0,Familiar,Manual,112.0,Sí,Plata Diamante (metalizado)                 / Metalizado,C,13
319,NISSAN Qashqai 1.3 DIG-T TEKNA 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-02-01,Gasolina,8800.0,Berlina mediana o grande,Manual,140.0,0.0,Rojo Solido S?lido,C,15
320,NISSAN Pulsar 1.2 DIG-T N-Connecta,NISSAN,Pulsar,N-Connecta,4x2,13300.0,2018-03-01,Gasolina,27510.0,Berlina,Manual,115.0,36.0,Blanco,C,26
321,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,15900.0,2016-11-01,Diesel,29267.0,Todo Terreno,Manual,130.0,12.0,Blanco,C,42
322,NISSAN X-Trail 1.6 dCi Tekna 4x2 XTronic,NISSAN,X-Trail,Tekna,4x2,18050.0,2017-02-01,Diesel,43265.0,Todo Terreno,Automático,130.0,12.0,Gris,C,39
323,NISSAN Juke 1.6 N-Connecta 4x2 112,NISSAN,Juke,N-Connecta,4x2,14600.0,2018-11-01,Gasolina,14211.0,Todo Terreno,Manual,112.0,24.0,BLANCO PERLADO,C,18
324,NISSAN X-Trail 1.6 DIG-T N-Connecta 4x2,NISSAN,X-Trail,N-Connecta,4x2,22900.0,2018-07-01,Gasolina,17842.0,Todo Terreno,Manual,163.0,24.0,NEGRO PERLADO,C,22
325,NISSAN Juke 1.6G ACENTA 83 KW (112 CV),NISSAN,Juke,Acenta,4x2,11800.0,2018-09-01,Gasolina,27218.0,"4x4, SUV o pickup",Manual,112.0,24.0,Azul Vivid Metalizado,C,20
326,NISSAN Juke DIG-T 86kW (117 CV) 6 M/T ACENTA,NISSAN,Juke,Acenta,4x2,18600.0,2019-12-01,Gasolina,10.0,"4x4, SUV o pickup",Manual,117.0,36.0,-,C,5
327,NISSAN X-Trail 1.7 dCi N-Connecta 4x4-i,NISSAN,X-Trail,N-Connecta,4x4,31300.0,2019-11-01,Diesel,29.0,Todo Terreno,Manual,150.0,36.0,Verde,C,6
328,NISSAN X-Trail 1.6 dCi Tekna 4x4-i 7 pl.,NISSAN,X-Trail,Tekna,4x4,23450.0,2018-01-01,Diesel,77720.0,Todo Terreno,Manual,130.0,12.0,Blanco,C,28
329,NISSAN Juke Todoterreno 113cv Manual de 5 Puertas,NISSAN,Juke,,4x2,12900.0,2019-05-01,Gasolina,17541.0,"4x4, SUV o pickup",Manual,113.0,30.0,Blanco,C,12
330,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,12900.0,2016-11-01,Diesel,117350.0,Todo Terreno,Manual,130.0,12.0,Blanco,C,42
331,NISSAN Qashqai 1.6dCi Acenta 4x4-i,NISSAN,Qashqai,Acenta,4x4,13500.0,2016-11-01,Diesel,86192.0,Todo Terreno,Manual,130.0,12.0,Blanco,C,42
332,NISSAN Qashqai 1.6dCi Tekna+ 4x2,NISSAN,Qashqai,Tekna,4x2,24900.0,2019-03-01,Diesel,12935.0,Todo Terreno,Automático,130.0,24.0,Azul Vivid Metalizado,C,14
333,NISSAN Qashqai 1.6dCi Tekna 4x2,NISSAN,Qashqai,Tekna,4x2,14990.0,2015-01-01,Diesel,80000.0,Todo Terreno,Manual,130.0,36.0,Negro                 / Metalizado,C,64
334,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16500.0,2018-04-01,Diesel,52250.0,Todo Terreno,Manual,110.0,24.0,-,C,25
335,NISSAN Qashqai 1.5 DCI TEKNA 85KW 115 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-09-01,Diesel,10100.0,Berlina mediana o grande,Manual,115.0,0.0,Blanco S?lido,C,8
336,NISSAN Juke Todoterreno 110cv Manual de 5 Puertas,NISSAN,Juke,,4x2,12900.0,2017-12-01,Diesel,24100.0,"4x4, SUV o pickup",Manual,110.0,36.0,Negro Metalizado,C,29
337,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,8850.0,2015-04-01,Gasolina,65641.0,Todo Terreno,Manual,115.0,12.0,Blanco,C,61
338,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,12800.0,2018-03-01,Gasolina,26218.0,Berlina,Manual,115.0,24.0,BLANCO PERLADO,C,26
339,NISSAN X-Trail  dCi 130CV (96kW) XTRONIC TEKNA,NISSAN,X-Trail,Tekna,4x2,15900.0,2016-04-01,Diesel,113000.0,Familiar,Manual,130.0,12.0,Verde,C,49
340,NISSAN Qashqai Berlina 140cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,19900.0,2019-06-01,Gasolina,15600.0,Berlina mediana o grande,Manual,140.0,36.0,Azul,C,11
341,NISSAN Qashqai 1.3 DIG-T Acenta 4x2 103kW,NISSAN,Qashqai,Acenta,4x2,19800.0,2019-05-01,Gasolina,3597.0,Todo Terreno,Manual,140.0,24.0,Blanco Perlado Metalizado,C,12
342,NISSAN X-Trail 1.3 DIG-T Acenta 4x2 DCT,NISSAN,X-Trail,Acenta,4x2,23900.0,2019-11-01,Gasolina,10.0,Todo Terreno,Automático,160.0,0.0,Blanco Perlado Metalizado,C,6
343,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,17800.0,2017-09-01,Diesel,33756.0,Todo Terreno,Manual,110.0,12.0,Blanco,C,32
344,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,13540.0,2016-12-01,Diesel,59698.0,Todo Terreno,Manual,110.0,12.0,Gris,C,41
345,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,17900.0,2018-05-01,Gasolina,14410.0,Todo Terreno,Manual,115.0,24.0,GRIS,C,24
346,NISSAN Qashqai 1.5 DCI N-CONNECTA 85KW 115 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2019-01-01,Diesel,16500.0,Berlina mediana o grande,Manual,115.0,0.0,Blanco Perlado Metalizado,C,16
347,NISSAN Juke 1.5dCi S&S Tekna Premium,NISSAN,Juke,Tekna,4x2,11499.0,2013-01-01,Diesel,72800.0,Todo Terreno,Manual,110.0,12.0,Granate                 / Metalizado,B,88
348,NISSAN Juke 1.5dCi N-Tec 4x2,NISSAN,Juke,,4x2,8900.0,2014-07-01,Diesel,179872.0,Todo Terreno,Manual,110.0,12.0,Blanco Sólido                 / Metalizado,C,70
349,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,20500.0,2019-07-01,Gasolina,15.0,Todo Terreno,Manual,140.0,36.0,Blanco,C,10
350,NISSAN Qashqai 1.5dCi Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,17450.0,2018-02-01,Diesel,18885.0,Todo Terreno,Manual,110.0,12.0,Negro,C,27
351,NISSAN Juke Todoterreno 115cv Manual de 5 Puertas,NISSAN,Juke,,4x2,12900.0,2018-02-01,Gasolina,12900.0,"4x4, SUV o pickup",Manual,115.0,36.0,Azul Ultramar Metalizado,C,27
352,NISSAN Murano 3.5 V6 Aut.,NISSAN,Murano,,4x2,4500.0,2006-07-01,Gasolina,218040.0,Todo Terreno,Automático,234.0,0.0,Azul,C,166
353,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,17850.0,2018-12-01,Gasolina,30260.0,Todo Terreno,Manual,140.0,24.0,Blanco,C,17
354,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15490.0,2017-12-01,Gasolina,40969.0,Todo Terreno,Manual,115.0,12.0,Bronce,C,29
355,NISSAN Qashqai 1.5 DCI TEKNA 85KW 115 5P,NISSAN,Qashqai,Tekna,4x2,23500.0,2019-09-01,Diesel,18300.0,Berlina mediana o grande,Manual,115.0,0.0,Gris Metalizado,C,8
356,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,19900.0,2018-12-01,Gasolina,27800.0,Berlina mediana o grande,Manual,160.0,0.0,Gris Metalizado,C,17
357,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,20800.0,2019-07-01,Gasolina,16.0,Todo Terreno,Manual,140.0,36.0,Azul,C,10
358,NISSAN Qashqai +2 Tekna Premium 1.6 dCi 130 CV Stop&Start 4x2,NISSAN,Qashqai,Tekna,4x2,11988.0,2012-06-01,Diesel,130450.0,"4x4, SUV o pickup",Manual,130.0,12.0,Azul,B,95
359,NISSAN Qashqai Berlina 110cv Manual de 5 Puertas,NISSAN,Qashqai,,4x2,15900.0,2018-02-01,Diesel,20367.0,Berlina mediana o grande,Manual,110.0,36.0,Negro Diamante (metalizado),C,27
360,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,17900.0,2018-06-01,Diesel,45556.0,Todo Terreno,Manual,130.0,Sí,Negro Amatista Metalizado                 / Metalizado,C,23
361,NISSAN Micra IG-T S&S Acenta 90,NISSAN,Micra,Acenta,4x2,11900.0,2018-12-01,Gasolina,9687.0,Berlina,Manual,90.0,24.0,NEGRO                 / Metalizado,C,17
362,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-08-01,Gasolina,16458.0,Todo Terreno,Manual,115.0,Sí,Blanco Perlado Metalizado                 / Metalizado,C,21
363,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,15952.0,Todo Terreno,Manual,115.0,18.0,Plata,C,23
364,NISSAN Qashqai 1.3 DIG-T TEKNA+ 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,23900.0,2019-02-01,Gasolina,7800.0,Berlina mediana o grande,Manual,140.0,0.0,Negro Metalizado,C,15
365,NISSAN Qashqai 1.6dCi S&S Tekna Sport 4x2 18´´,NISSAN,Qashqai,Tekna,4x2,12990.0,2012-04-01,Diesel,98000.0,Todo Terreno,Manual,130.0,24.0,Negro,B,97
366,NISSAN Juke ACCENTA 1.2 DIG,NISSAN,Juke,,4x2,10700.0,2016-04-01,Gasolina,39000.0,"4x4, SUV o pickup",Manual,115.0,12.0,-,C,49
367,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 117KW 160 5P,NISSAN,Qashqai,N-Connecta,4x2,21900.0,2018-11-01,Gasolina,10.0,Berlina mediana o grande,Manual,160.0,0.0,Azul Ultramar Metalizado,C,18
368,NISSAN Juke 1.5dCi N-Connecta 4x2,NISSAN,Juke,N-Connecta,4x2,12310.0,2018-11-01,Diesel,63031.0,Todo Terreno,Manual,110.0,12.0,Bronce,C,18
369,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14490.0,2015-12-01,Diesel,89990.0,Todo Terreno,Manual,110.0,12.0,Gris,C,53
370,NISSAN X-Trail 1.6 dCi N-Connecta 4x4-i 7 pl.,NISSAN,X-Trail,N-Connecta,4x4,22900.0,2017-09-01,Diesel,16938.0,Todo Terreno,Manual,130.0,12.0,NEGRO PERLADO,C,32
371,NISSAN Pulsar 1.5 dCi Visia,NISSAN,Pulsar,Visia,4x2,7599.0,2015-10-01,Diesel,99563.0,Berlina,Manual,110.0,12.0,Blanco,C,55
372,NISSAN Pathfinder 2.5dCi LE Aut. DPF,NISSAN,,,4x2,12800.0,2008-09-01,Diesel,120000.0,Todo Terreno,Automático,171.0,12.0,Azul,B,140
